codigo_ocorrencia;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_registro_segmento;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;aeronave_peso_maximo_decolagem;ocorrencia_classificacao;ocorrencia_uf;ocorrencia_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_ano;ocorrencia_periodo;ocorrencia_tipo
40310;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;TÁXI AÉREO;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;AC;1;NÃO;2010;NOITE;TRÁFEGO AÉREO
40311;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;TRÁFEGO AÉREO
40312;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40314;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40316;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;DESCIDA;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40318;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;SUBIDA;NENHUM;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40320;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;MANHÃ;COM TREM DE POUSO
40321;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;PR;1;NÃO;2010;TARDE;OUTROS
40322;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2010;NOITE;COM TREM DE POUSO
40323;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2010;NOITE;COM TREM DE POUSO
40324;AVIÃO;EMBRAER;TURBOÉLICE;BIMOTOR;REGULAR;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;RS;1;NÃO;2010;NOITE;OUTROS
40325;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;PE;1;NÃO;2010;MANHÃ;POUSO EM LOCAL NÃO PREVISTO
40326;AVIÃO;PIPER AIRCRAFT;TURBOÉLICE;BIMOTOR;PARTICULAR;SUBIDA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;PE;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40327;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;RS;1;NÃO;2010;TARDE;TRÁFEGO AÉREO
40328;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;BA;1;NÃO;2010;TARDE;PERDA DE CONTROLE NO SOLO
40329;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2010;TARDE;ESTOURO DE PNEU
40330;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;NÃO INFORMADO;OUTRA FASE;NENHUM;0;NÃO INFORMADO;INCIDENTE;RJ;1;NÃO;2010;MANHÃ;OUTROS
40331;AVIÃO;DASSAULT AVIATION;JATO;TRIMOTOR;TÁXI AÉREO;DESCIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;MANHÃ;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
40332;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;APROXIMAÇÃO FINAL;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;NOITE;TRÁFEGO AÉREO
40349;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;PA;1;NÃO;2010;MANHÃ;COLISÃO COM AVE
40350;AVIÃO;BRITTEN-NORMAN;PISTÃO;BIMOTOR;ADMINISTRAÇÃO INDIRETA;SUBIDA;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;RR;1;NÃO;2010;NOITE;PANE SECA
40351;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2010;MADRUGADA;COLISÃO COM AVE
40352;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;ESPERA;NENHUM;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2010;NOITE;TRÁFEGO AÉREO
40412;AVIÃO;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;POUSO;LEVE;0;ATÉ 2250KG;ACIDENTE;AP;1;NÃO;2010;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40413;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
40414;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2010;MADRUGADA;COLISÃO COM AVE
40447;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;RJ;1;NÃO;2010;NOITE;INDETERMINADO
40489;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;TARDE;VAZAMENTO DE OUTROS FLUIDOS
40508;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CIRCUITO DE TRÁFEGO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;MG;1;NÃO;2010;TARDE;COM TREM DE POUSO
40554;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;ADMINISTRAÇÃO DIRETA;MANOBRA;DESTRUÍDA;2;ACIMA 5700KG;ACIDENTE;RJ;1;NÃO;2010;NOITE;PERDA DE CONTROLE EM VOO
40572;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
40573;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;BA;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
40575;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;TÁXI AÉREO;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;AM;1;NÃO;2010;TARDE;ESTOURO DE PNEU
40576;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
40577;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;SUBIDA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40579;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;PARTICULAR;RETA FINAL;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2010;TARDE;COM TREM DE POUSO
40581;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;ESTOURO DE PNEU
40583;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;ADMINISTRAÇÃO DIRETA;DECOLAGEM;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;BA;1;NÃO;2010;TARDE;PERDA DE COMPONENTE NO SOLO
40617;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2010;NOITE;COLISÃO COM AVE
40620;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE GRAVE;SP;1;NÃO;2010;TARDE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
40621;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2010;NOITE;COM TREM DE POUSO
40622;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;TÁXI AÉREO;DESCIDA;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2010;TARDE;COLISÃO COM AVE
40623;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;OUTRA FASE;NENHUM;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2010;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40624;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;REGULAR;CORRIDA APÓS POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;MA;1;NÃO;2010;TARDE;ESTOURO DE PNEU
40652;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;MT;1;SIM;2010;NOITE;PERDA DE CONTROLE NO SOLO
40732;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;BA;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
40774;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2010;MADRUGADA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40791;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;AM;1;NÃO;2010;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40793;AVIÃO;AEROMOT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;TO;1;SIM;2010;TARDE;EXCURSÃO DE PISTA
40819;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;GO;1;NÃO;2010;NOITE;COM PARA-BRISAS / JANELA / PORTA
40821;ULTRALEVE;CHS AMAZONAS IMP E EXP LTDA;PISTÃO;MONOMOTOR;EXPERIMENTAL;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;AM;1;NÃO;2010;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40823;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;PR;1;NÃO;2010;NOITE;COM TREM DE POUSO
40825;AVIÃO;LEARJET;JATO;BIMOTOR;TÁXI AÉREO;ESTACIONAMENTO;LEVE;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2010;NOITE;SOPRO DE REATOR
40826;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;DESCIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;TARDE;TRÁFEGO AÉREO
40827;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;NOITE;TRÁFEGO AÉREO
40834;AVIÃO;HAWKER BEECHCRAFT;JATO;BIMOTOR;TÁXI AÉREO;SUBIDA;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;BA;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
40835;HELICÓPTERO;ROBINSON HELICOPTER;TURBOEIXO;MONOMOTOR;NÃO INFORMADO;CRUZEIRO;NENHUM;0;NÃO INFORMADO;INCIDENTE;MG;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
40837;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;NÃO REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2010;NOITE;PERDA DE COMPONENTE EM VOO
40839;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;SUBIDA;LEVE;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
40842;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;PARTICULAR;SUBIDA;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2010;NOITE;COLISÃO COM AVE
40843;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2010;NOITE;OUTROS
40853;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;NOITE;COM COMANDOS DE VOO
40855;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;SUBIDA;DESTRUÍDA;6;ATÉ 2250KG;ACIDENTE;AM;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
40933;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
41053;AVIÃO;EMBRAER;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;POUSO;DESTRUÍDA;0;ENTRE 2250KG E 5700KG;ACIDENTE;PR;1;NÃO;2010;MANHÃ;VOO CONTROLADO CONTRA O TERRENO
41054;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;TÁXI AÉREO;OUTRA FASE;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2010;TARDE;COLISÃO COM AVE
41132;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;MADRUGADA;OUTROS
41155;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;SP;1;SIM;2010;NOITE;EXCURSÃO DE PISTA
41172;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;ESPECIALIZADA;TÁXI;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;PA;1;NÃO;2010;NOITE;OUTROS
41174;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;AL;1;NÃO;2010;NOITE;COLISÃO COM AVE
41177;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;SIM;2010;NOITE;PERDA DE CONTROLE NO SOLO
41178;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2010;TARDE;PERDA DE CONTROLE NO SOLO
41179;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ACIMA 5700KG;INCIDENTE GRAVE;DF;1;NÃO;2010;NOITE;COM TREM DE POUSO
41181;AVIÃO;LET AIRCRAFT INDUSTRIES;TURBOÉLICE;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2010;MANHÃ;FALHA DO MOTOR EM VOO
41224;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;GO;1;NÃO;2010;TARDE;ESTOURO DE PNEU
41235;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41236;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;OUTRA FASE;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;AL;1;NÃO;2010;MANHÃ;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
41252;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;MA;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
41272;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;CE;1;NÃO;2010;NOITE;ESTOURO DE PNEU
41274;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;NÃO INFORMADO;POUSO;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2010;TARDE;OUTROS
41374;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;OUTRA FASE;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;BA;1;NÃO;2010;TARDE;PERDA DE CONTROLE EM VOO
41375;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41376;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;OUTRA FASE;NENHUM;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41377;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;NÃO INFORMADO;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2010;TARDE;POUSO BRUSCO
41378;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;BIMOTOR;TÁXI AÉREO;SUBIDA;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;AM;1;NÃO;2010;NOITE;FALHA DO MOTOR EM VOO
41392;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2010;MANHÃ;PERDA DE CONTROLE NO SOLO
41393;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CIRCUITO DE TRÁFEGO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2010;MANHÃ;FALHA DO MOTOR EM VOO
41394;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;MADRUGADA;COM PARA-BRISAS / JANELA / PORTA
41409;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;ESPECIALIZADA;ESPECIALIZADA;LEVE;0;ATÉ 2250KG;INCIDENTE;RS;1;NÃO;2010;TARDE;AERONAVE ATINGIDA POR OBJETO
41411;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;SIM;2010;NOITE;EXCURSÃO DE PISTA
41480;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2010;NOITE;POUSO BRUSCO
41481;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2010;MADRUGADA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41482;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;MANOBRA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
41484;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;DF;1;NÃO;2010;TARDE;ESTOURO DE PNEU
41485;AVIÃO;EMBRAER;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;DECOLAGEM;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;AM;1;NÃO;2010;TARDE;FALHA DO MOTOR NO SOLO
41487;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;ESPECIALIZADA;OUTRA FASE;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;SC;1;NÃO;2010;TARDE;FALHA DO MOTOR EM VOO
41488;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;POUSO;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;CE;1;NÃO;2010;TARDE;PERDA DE CONTROLE EM VOO
41551;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;AM;1;NÃO;2010;TARDE;ESTOURO DE PNEU
41552;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;MONOMOTOR;ESPECIALIZADA;RETA FINAL;NENHUM;1;ATÉ 2250KG;ACIDENTE;RO;1;NÃO;2010;TARDE;OUTROS
41553;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2010;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41569;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PA;1;SIM;2010;NOITE;PERDA DE CONTROLE NO SOLO
41571;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2010;NOITE;COM PARA-BRISAS / JANELA / PORTA
41573;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;CIRCUITO DE TRÁFEGO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41574;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;SUBIDA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;MG;1;NÃO;2010;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41577;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;PARTICULAR;POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;ESTOURO DE PNEU
41578;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;MT;1;NÃO;2010;NOITE;POUSO SEM TREM
41579;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;ESTACIONAMENTO;NENHUM;0;ATÉ 2250KG;INCIDENTE;AC;1;NÃO;2010;TARDE;COM TREM DE POUSO
41589;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;CIRCUITO DE TRÁFEGO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2010;MADRUGADA;VAZAMENTO DE OUTROS FLUIDOS
41591;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2010;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
41592;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;CE;1;NÃO;2010;MADRUGADA;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
